data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,month_ending_date,drug_overdose_deaths,states
1/5/2025,2024,6,Region 9,Fentanyl,6/30/2024,8850,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,12,Region 10,Fentanyl,12/31/2022,3048,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,1,Region 10,Fentanyl,1/31/2023,3214,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,2,Region 10,Fentanyl,2/28/2023,3298,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,3,Region 10,Fentanyl,3/31/2023,3460,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,4,Region 10,Fentanyl,4/30/2023,3637,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,5,Region 10,Fentanyl,5/31/2023,3787,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,6,Region 10,Fentanyl,6/30/2023,3912,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,7,Region 10,Fentanyl,7/31/2023,4086,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,8,Region 10,Fentanyl,8/31/2023,4165,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,9,Region 10,Fentanyl,9/30/2023,4323,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,10,Region 10,Fentanyl,10/31/2023,4427,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,11,Region 10,Fentanyl,11/30/2023,4454,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,12,Region 10,Fentanyl,12/31/2023,4442,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2024,1,Region 10,Fentanyl,1/31/2024,4459,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2024,2,Region 10,Fentanyl,2/29/2024,4530,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2024,3,Region 10,Fentanyl,3/31/2024,4518,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2024,4,Region 10,Fentanyl,4/30/2024,4479,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2024,5,Region 10,Fentanyl,5/31/2024,4431,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2024,6,Region 10,Fentanyl,6/30/2024,4345,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2019,11,Region 4,Methamphetamine,11/30/2019,3085,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2019,12,Region 4,Methamphetamine,12/31/2019,3132,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,1,Region 4,Methamphetamine,1/31/2020,3184,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,2,Region 4,Methamphetamine,2/29/2020,3289,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,3,Region 4,Methamphetamine,3/31/2020,3455,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,4,Region 4,Methamphetamine,4/30/2020,3678,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,5,Region 4,Methamphetamine,5/31/2020,3869,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,6,Region 4,Methamphetamine,6/30/2020,4019,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,7,Region 4,Methamphetamine,7/31/2020,4173,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,8,Region 4,Methamphetamine,8/31/2020,4392,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,9,Region 4,Methamphetamine,9/30/2020,4502,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,10,Region 4,Methamphetamine,10/31/2020,4569,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,11,Region 4,Methamphetamine,11/30/2020,4733,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2020,12,Region 4,Methamphetamine,12/31/2020,4921,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,1,Region 4,Methamphetamine,1/31/2021,5215,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,2,Region 4,Methamphetamine,2/28/2021,5455,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,3,Region 4,Methamphetamine,3/31/2021,5683,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,4,Region 4,Methamphetamine,4/30/2021,5949,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,5,Region 4,Methamphetamine,5/31/2021,6134,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,6,Region 4,Methamphetamine,6/30/2021,6403,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,7,Region 4,Methamphetamine,7/31/2021,6638,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,8,Region 4,Methamphetamine,8/31/2021,6788,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,9,Region 4,Methamphetamine,9/30/2021,7084,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,10,Region 4,Methamphetamine,10/31/2021,7422,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,11,Region 4,Methamphetamine,11/30/2021,7592,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,12,Region 4,Methamphetamine,12/31/2021,7811,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,1,Region 4,Methamphetamine,1/31/2022,7882,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,2,Region 4,Methamphetamine,2/28/2022,8025,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,3,Region 4,Methamphetamine,3/31/2022,8118,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,4,Region 4,Methamphetamine,4/30/2022,8032,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,5,Region 4,Methamphetamine,5/31/2022,8066,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,6,Region 4,Methamphetamine,6/30/2022,8080,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,7,Region 4,Methamphetamine,7/31/2022,8146,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,8,Region 4,Methamphetamine,8/31/2022,8217,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,9,Region 4,Methamphetamine,9/30/2022,8193,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,10,Region 4,Methamphetamine,10/31/2022,8227,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,11,Region 4,Methamphetamine,11/30/2022,8266,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2022,12,Region 4,Methamphetamine,12/31/2022,8324,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,1,Region 4,Methamphetamine,1/31/2023,8355,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,2,Region 4,Methamphetamine,2/28/2023,8381,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,3,Region 4,Methamphetamine,3/31/2023,8436,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,4,Region 4,Methamphetamine,4/30/2023,8525,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,5,Region 4,Methamphetamine,5/31/2023,8551,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,6,Region 4,Methamphetamine,6/30/2023,8568,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,7,Region 4,Methamphetamine,7/31/2023,8543,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,8,Region 4,Methamphetamine,8/31/2023,8540,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,9,Region 4,Methamphetamine,9/30/2023,8491,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,10,Region 4,Methamphetamine,10/31/2023,8354,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,11,Region 4,Methamphetamine,11/30/2023,8225,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2023,12,Region 4,Methamphetamine,12/31/2023,8061,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,1,Region 4,Methamphetamine,1/31/2024,7927,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,2,Region 4,Methamphetamine,2/29/2024,7705,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,3,Region 4,Methamphetamine,3/31/2024,7413,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,4,Region 4,Methamphetamine,4/30/2024,7147,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,5,Region 4,Methamphetamine,5/31/2024,6907,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2024,6,Region 4,Methamphetamine,6/30/2024,6607,"Kentucky, Tennessee, Alabama, Mississippi"
1/5/2025,2021,2,Region 5,Methamphetamine,2/28/2021,3056,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,3,Region 5,Methamphetamine,3/31/2021,3161,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,4,Region 5,Methamphetamine,4/30/2021,3296,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,5,Region 5,Methamphetamine,5/31/2021,3334,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,6,Region 5,Methamphetamine,6/30/2021,3401,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,7,Region 5,Methamphetamine,7/31/2021,3498,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,8,Region 5,Methamphetamine,8/31/2021,3587,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,9,Region 5,Methamphetamine,9/30/2021,3691,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,10,Region 5,Methamphetamine,10/31/2021,3772,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,11,Region 5,Methamphetamine,11/30/2021,3871,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,12,Region 5,Methamphetamine,12/31/2021,3913,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,1,Region 5,Methamphetamine,1/31/2022,3956,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,2,Region 5,Methamphetamine,2/28/2022,4034,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,3,Region 5,Methamphetamine,3/31/2022,4070,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,4,Region 5,Methamphetamine,4/30/2022,4000,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,5,Region 5,Methamphetamine,5/31/2022,3984,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,6,Region 5,Methamphetamine,6/30/2022,3992,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,7,Region 5,Methamphetamine,7/31/2022,3991,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,8,Region 5,Methamphetamine,8/31/2022,3964,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,9,Region 5,Methamphetamine,9/30/2022,3916,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,10,Region 5,Methamphetamine,10/31/2022,3972,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,11,Region 5,Methamphetamine,11/30/2022,3948,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2022,12,Region 5,Methamphetamine,12/31/2022,4010,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,1,Region 5,Methamphetamine,1/31/2023,4020,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,2,Region 5,Methamphetamine,2/28/2023,4008,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,3,Region 5,Methamphetamine,3/31/2023,3968,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,4,Region 5,Methamphetamine,4/30/2023,4010,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,5,Region 5,Methamphetamine,5/31/2023,4025,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,6,Region 5,Methamphetamine,6/30/2023,4064,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,7,Region 5,Methamphetamine,7/31/2023,4037,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,8,Region 5,Methamphetamine,8/31/2023,4044,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,9,Region 5,Methamphetamine,9/30/2023,4027,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,10,Region 5,Methamphetamine,10/31/2023,3931,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,11,Region 5,Methamphetamine,11/30/2023,3891,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2023,12,Region 5,Methamphetamine,12/31/2023,3785,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,1,Region 5,Methamphetamine,1/31/2024,3678,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,2,Region 5,Methamphetamine,2/29/2024,3584,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,3,Region 5,Methamphetamine,3/31/2024,3500,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,4,Region 5,Methamphetamine,4/30/2024,3378,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,5,Region 5,Methamphetamine,5/31/2024,3291,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2024,6,Region 5,Methamphetamine,6/30/2024,3129,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin"
1/5/2025,2021,3,Region 6,Methamphetamine,3/31/2021,3059,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2021,4,Region 6,Methamphetamine,4/30/2021,3147,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2021,5,Region 6,Methamphetamine,5/31/2021,3214,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2021,6,Region 6,Methamphetamine,6/30/2021,3300,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2021,7,Region 6,Methamphetamine,7/31/2021,3367,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2021,8,Region 6,Methamphetamine,8/31/2021,3451,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2021,9,Region 6,Methamphetamine,9/30/2021,3544,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2021,10,Region 6,Methamphetamine,10/31/2021,3607,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2021,11,Region 6,Methamphetamine,11/30/2021,3675,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2021,12,Region 6,Methamphetamine,12/31/2021,3734,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,1,Region 6,Methamphetamine,1/31/2022,3791,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,2,Region 6,Methamphetamine,2/28/2022,3892,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,3,Region 6,Methamphetamine,3/31/2022,3922,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,4,Region 6,Methamphetamine,4/30/2022,3898,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,5,Region 6,Methamphetamine,5/31/2022,3940,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,6,Region 6,Methamphetamine,6/30/2022,4005,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,7,Region 6,Methamphetamine,7/31/2022,4059,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,8,Region 6,Methamphetamine,8/31/2022,4016,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,9,Region 6,Methamphetamine,9/30/2022,4025,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,10,Region 6,Methamphetamine,10/31/2022,4062,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,11,Region 6,Methamphetamine,11/30/2022,4083,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2022,12,Region 6,Methamphetamine,12/31/2022,4126,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,1,Region 6,Methamphetamine,1/31/2023,4119,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,2,Region 6,Methamphetamine,2/28/2023,4094,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,3,Region 6,Methamphetamine,3/31/2023,4071,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,4,Region 6,Methamphetamine,4/30/2023,4110,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,5,Region 6,Methamphetamine,5/31/2023,4145,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,6,Region 6,Methamphetamine,6/30/2023,4143,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,7,Region 6,Methamphetamine,7/31/2023,4152,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,8,Region 6,Methamphetamine,8/31/2023,4292,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,9,Region 6,Methamphetamine,9/30/2023,4283,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,10,Region 6,Methamphetamine,10/31/2023,4249,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,11,Region 6,Methamphetamine,11/30/2023,4234,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2023,12,Region 6,Methamphetamine,12/31/2023,4207,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2024,1,Region 6,Methamphetamine,1/31/2024,4200,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2024,2,Region 6,Methamphetamine,2/29/2024,4174,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2024,3,Region 6,Methamphetamine,3/31/2024,4124,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2024,4,Region 6,Methamphetamine,4/30/2024,4076,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2024,5,Region 6,Methamphetamine,5/31/2024,3999,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2024,6,Region 6,Methamphetamine,6/30/2024,3920,"Arkansas, Louisiana, New Mexico, Oklahoma, Texas"
1/5/2025,2019,1,Region 9,Methamphetamine,1/31/2019,3540,"Arizona, California, Hawaii, Nevada"
1/5/2025,2019,2,Region 9,Methamphetamine,2/28/2019,3601,"Arizona, California, Hawaii, Nevada"
1/5/2025,2019,3,Region 9,Methamphetamine,3/31/2019,3602,"Arizona, California, Hawaii, Nevada"
1/5/2025,2019,4,Region 9,Methamphetamine,4/30/2019,3649,"Arizona, California, Hawaii, Nevada"
1/5/2025,2019,5,Region 9,Methamphetamine,5/31/2019,3717,"Arizona, California, Hawaii, Nevada"
1/5/2025,2019,6,Region 9,Methamphetamine,6/30/2019,3796,"Arizona, California, Hawaii, Nevada"
1/5/2025,2019,7,Region 9,Methamphetamine,7/31/2019,3836,"Arizona, California, Hawaii, Nevada"
1/5/2025,2019,8,Region 9,Methamphetamine,8/31/2019,3874,"Arizona, California, Hawaii, Nevada"
1/5/2025,2019,9,Region 9,Methamphetamine,9/30/2019,3955,"Arizona, California, Hawaii, Nevada"
1/5/2025,2019,10,Region 9,Methamphetamine,10/31/2019,4026,"Arizona, California, Hawaii, Nevada"
1/5/2025,2019,11,Region 9,Methamphetamine,11/30/2019,4089,"Arizona, California, Hawaii, Nevada"
1/5/2025,2019,12,Region 9,Methamphetamine,12/31/2019,4098,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,1,Region 9,Methamphetamine,1/31/2020,4144,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,2,Region 9,Methamphetamine,2/29/2020,4214,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,3,Region 9,Methamphetamine,3/31/2020,4342,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,4,Region 9,Methamphetamine,4/30/2020,4464,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,5,Region 9,Methamphetamine,5/31/2020,4647,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,6,Region 9,Methamphetamine,6/30/2020,4846,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,7,Region 9,Methamphetamine,7/31/2020,5105,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,8,Region 9,Methamphetamine,8/31/2020,5476,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,9,Region 9,Methamphetamine,9/30/2020,5656,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,10,Region 9,Methamphetamine,10/31/2020,5850,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,11,Region 9,Methamphetamine,11/30/2020,6023,"Arizona, California, Hawaii, Nevada"
1/5/2025,2020,12,Region 9,Methamphetamine,12/31/2020,6261,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,1,Region 9,Methamphetamine,1/31/2021,6531,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,2,Region 9,Methamphetamine,2/28/2021,6703,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,3,Region 9,Methamphetamine,3/31/2021,6929,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,4,Region 9,Methamphetamine,4/30/2021,7104,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,5,Region 9,Methamphetamine,5/31/2021,7266,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,6,Region 9,Methamphetamine,6/30/2021,7419,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,7,Region 9,Methamphetamine,7/31/2021,7525,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,8,Region 9,Methamphetamine,8/31/2021,7532,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,9,Region 9,Methamphetamine,9/30/2021,7660,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,10,Region 9,Methamphetamine,10/31/2021,7786,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,11,Region 9,Methamphetamine,11/30/2021,7872,"Arizona, California, Hawaii, Nevada"
1/5/2025,2021,12,Region 9,Methamphetamine,12/31/2021,7925,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,1,Region 9,Methamphetamine,1/31/2022,7928,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,2,Region 9,Methamphetamine,2/28/2022,7966,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,3,Region 9,Methamphetamine,3/31/2022,7937,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,4,Region 9,Methamphetamine,4/30/2022,7940,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,5,Region 9,Methamphetamine,5/31/2022,7911,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,6,Region 9,Methamphetamine,6/30/2022,7926,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,7,Region 9,Methamphetamine,7/31/2022,8001,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,8,Region 9,Methamphetamine,8/31/2022,7978,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,9,Region 9,Methamphetamine,9/30/2022,8098,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,10,Region 9,Methamphetamine,10/31/2022,8082,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,11,Region 9,Methamphetamine,11/30/2022,8123,"Arizona, California, Hawaii, Nevada"
1/5/2025,2022,12,Region 9,Methamphetamine,12/31/2022,8209,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,1,Region 9,Methamphetamine,1/31/2023,8295,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,2,Region 9,Methamphetamine,2/28/2023,8369,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,3,Region 9,Methamphetamine,3/31/2023,8491,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,4,Region 9,Methamphetamine,4/30/2023,8606,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,5,Region 9,Methamphetamine,5/31/2023,8731,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,6,Region 9,Methamphetamine,6/30/2023,8668,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,7,Region 9,Methamphetamine,7/31/2023,8848,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,8,Region 9,Methamphetamine,8/31/2023,8924,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,9,Region 9,Methamphetamine,9/30/2023,8816,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,10,Region 9,Methamphetamine,10/31/2023,8826,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,11,Region 9,Methamphetamine,11/30/2023,8745,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,12,Region 9,Methamphetamine,12/31/2023,8671,"Arizona, California, Hawaii, Nevada"
1/5/2025,2024,1,Region 9,Methamphetamine,1/31/2024,8561,"Arizona, California, Hawaii, Nevada"
1/5/2025,2024,2,Region 9,Methamphetamine,2/29/2024,8539,"Arizona, California, Hawaii, Nevada"
1/5/2025,2024,3,Region 9,Methamphetamine,3/31/2024,8460,"Arizona, California, Hawaii, Nevada"
1/5/2025,2024,4,Region 9,Methamphetamine,4/30/2024,8306,"Arizona, California, Hawaii, Nevada"
1/5/2025,2024,5,Region 9,Methamphetamine,5/31/2024,8140,"Arizona, California, Hawaii, Nevada"
1/5/2025,2024,6,Region 9,Methamphetamine,6/30/2024,8169,"Arizona, California, Hawaii, Nevada"
1/5/2025,2023,7,Region 10,Methamphetamine,7/31/2023,3080,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,8,Region 10,Methamphetamine,8/31/2023,3145,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,9,Region 10,Methamphetamine,9/30/2023,3255,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,10,Region 10,Methamphetamine,10/31/2023,3354,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,11,Region 10,Methamphetamine,11/30/2023,3410,"Alaska, Idaho, Oregon, Washington"
1/5/2025,2023,12,Region 10,Methamphetamine,12/31/2023,3377,"Alaska, Idaho, Oregon, Washington"
